Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
39,'500',TLP,122 cm 100 y-1,2.52,220.00,0.24,0.00,35.77,12.08,78.00,31.47,10.42,71.95,40.48,110.79,0.96,0.40,0.83,0.07,2.60,91.70,19.13,9.50,132.00,28.20
40,'500',TLP,122 cm 100 y-1,2.75,265.00,0.24,0.00,36.57,14.58,78.00,32.52,10.60,72.23,39.71,111.07,1.00,0.50,0.83,0.08,3.10,91.80,19.23,11.20,133.00,28.40
41,'500',TLP,122 cm 100 y-1,2.93,311.00,0.25,0.00,37.36,17.11,78.00,33.59,10.78,72.52,38.93,111.36,1.05,0.60,0.83,0.10,3.70,92.00,19.34,13.10,134.10,28.70
42,'500',TLP,122 cm 100 y-1,3.07,358.00,0.25,0.00,38.15,19.67,78.00,34.67,10.96,72.83,38.15,111.67,1.09,0.70,0.83,0.13,4.20,92.20,19.45,15.10,135.20,29.00
43,'500',TLP,122 cm 100 y-1,3.21,405.00,0.26,0.00,38.95,22.26,79.00,35.78,11.13,73.15,37.37,111.99,1.14,0.80,0.83,0.16,4.80,92.40,19.56,17.20,136.30,29.40
44,'500',TLP,122 cm 100 y-1,3.33,452.00,0.26,0.00,39.75,24.87,79.00,36.90,11.31,73.48,36.58,112.32,1.18,0.90,0.82,0.18,5.30,92.60,19.68,19.30,137.50,29.70
45,'500',TLP,122 cm 100 y-1,2.09,455.00,0.27,0.00,40.56,25.00,79.00,38.04,11.49,73.69,35.65,112.53,1.23,0.90,0.82,0.19,5.30,92.70,19.80,20.20,138.70,29.90
46,'500',TLP,122 cm 100 y-1,2.04,457.00,0.27,0.00,41.51,25.16,79.00,39.20,11.67,73.89,34.70,112.73,1.29,0.90,0.82,0.20,5.40,92.80,19.93,20.90,140.00,30.10
47,'500',TLP,122 cm 100 y-1,2.05,460.00,0.28,0.00,42.48,25.31,79.00,40.37,11.84,74.10,33.73,112.94,1.35,0.90,0.82,0.22,5.40,92.90,20.07,21.60,141.40,30.30
48,'500',TLP,122 cm 100 y-1,2.09,463.00,0.29,0.00,43.47,25.46,79.00,41.57,12.02,74.31,32.74,113.15,1.42,0.90,0.82,0.23,5.40,92.90,20.21,22.30,142.80,30.50
49,'500',TLP,122 cm 100 y-1,2.14,466.00,0.29,0.00,44.47,25.60,79.00,42.78,12.20,74.52,31.74,113.36,1.48,0.90,0.82,0.24,5.50,93.00,20.36,23.00,144.30,30.70
50,'500',TLP,122 cm 100 y-1,2.20,468.00,0.30,0.00,45.48,25.74,79.00,44.01,12.38,74.74,30.74,113.58,1.55,0.90,0.82,0.25,5.50,93.10,20.51,23.60,145.80,30.90
51,'500',TLP,122 cm 100 y-1,2.27,471.00,0.31,0.00,46.51,25.88,79.00,45.25,12.56,74.97,29.72,113.81,1.62,0.90,0.82,0.26,5.50,93.10,20.67,24.30,147.40,31.20
52,'500',TLP,122 cm 100 y-1,2.34,473.00,0.31,0.00,47.55,26.02,79.00,46.52,12.73,75.20,28.69,114.04,1.69,0.90,0.82,0.28,5.60,93.20,20.84,24.90,149.10,31.40
53,'500',TLP,122 cm 100 y-1,2.42,475.00,0.32,0.00,48.60,26.15,79.00,47.80,12.91,75.45,27.65,114.29,1.77,1.00,0.82,0.29,5.60,93.30,21.02,25.60,150.90,31.70
54,'500',TLP,122 cm 100 y-1,2.49,478.00,0.33,0.00,49.65,26.27,79.00,49.10,13.09,75.70,26.60,114.54,1.85,1.00,0.81,0.31,5.60,93.30,21.20,26.20,152.70,31.90
55,'500',TLP,122 cm 100 y-1,2.57,480.00,0.33,0.00,50.72,26.39,79.00,50.42,13.27,75.95,25.53,114.79,1.93,1.00,0.81,0.32,5.60,93.40,21.40,26.90,154.70,32.20
56,'500',TLP,122 cm 100 y-1,2.66,482.00,0.34,0.00,51.80,26.51,79.00,51.75,13.44,76.22,24.46,115.06,2.01,1.00,0.81,0.34,5.70,93.50,21.60,27.50,156.70,32.40
57,'500',TLP,122 cm 100 y-1,2.74,484.00,0.35,0.00,52.89,26.62,79.00,53.11,13.62,76.49,23.39,115.33,2.10,1.00,0.81,0.35,5.70,93.50,21.81,28.10,158.80,32.70
58,'500',TLP,122 cm 100 y-1,2.83,486.00,0.36,0.00,53.99,26.72,80.00,54.48,13.80,76.78,22.30,115.62,2.18,1.00,0.81,0.37,5.70,93.60,22.03,28.80,161.00,33.00
59,'500',TLP,122 cm 100 y-1,44.10,0.00,0.33,0.00,50.09,53.44,79.00,55.87,13.98,86.18,30.32,120.03,51.88,0.00,0.77,0.00,11.40,92.80,27.21,21.00,212.80,42.40
60,'500',TLP,122 cm 100 y-1,-0.81,47.00,0.31,0.00,47.09,2.60,79.00,57.27,14.16,86.10,28.83,119.94,1.66,0.10,0.77,0.02,0.60,92.60,27.38,18.50,214.50,42.30
61,'500',TLP,122 cm 100 y-1,1.45,95.00,0.32,0.00,48.59,5.23,79.00,58.70,14.33,86.25,27.55,120.09,1.77,0.20,0.77,0.05,1.10,92.50,27.56,18.20,216.30,42.40
62,'500',TLP,122 cm 100 y-1,2.66,143.00,0.33,0.00,49.89,7.89,79.00,60.14,14.51,86.51,26.37,120.35,1.87,0.30,0.77,0.08,1.70,92.60,27.74,19.00,218.10,42.70
63,'500',TLP,122 cm 100 y-1,3.34,192.00,0.34,0.00,51.09,10.57,79.00,61.60,14.69,86.85,25.25,120.69,1.96,0.40,0.77,0.11,2.30,92.70,27.94,20.40,220.10,43.00
64,'500',TLP,122 cm 100 y-1,3.76,241.00,0.34,0.00,52.23,13.28,79.00,63.08,14.87,87.22,24.15,121.06,2.04,0.50,0.77,0.15,2.80,92.90,28.14,22.10,222.10,43.40
65,'500',TLP,122 cm 100 y-1,4.05,291.00,0.35,0.00,53.35,16.00,79.00,64.57,15.04,87.63,23.06,121.47,2.13,0.60,0.77,0.20,3.40,93.10,28.36,24.00,224.30,43.80
66,'500',TLP,122 cm 100 y-1,4.27,341.00,0.36,0.00,54.46,18.73,79.00,66.09,15.22,88.06,21.97,121.90,2.22,0.70,0.77,0.24,4.00,93.30,28.58,26.10,226.50,44.30
67,'500',TLP,122 cm 100 y-1,4.41,391.00,0.37,0.00,55.56,21.49,80.00,67.62,15.40,88.50,20.88,122.34,2.26,0.80,0.76,0.29,4.60,93.50,28.80,28.20,228.70,44.70
68,'500',TLP,122 cm 100 y-1,4.54,441.00,0.37,0.00,56.67,24.25,80.00,69.17,15.58,88.95,19.78,122.79,2.31,0.90,0.76,0.35,5.20,93.80,29.03,30.50,231.10,45.20
69,'500',TLP,122 cm 100 y-1,4.67,491.00,0.38,0.00,57.78,27.03,80.00,70.73,15.76,89.42,18.68,123.26,2.35,1.00,0.76,0.40,5.80,94.00,29.27,32.80,233.40,45.60
70,'500',TLP,122 cm 100 y-1,3.29,493.00,0.39,0.00,58.90,27.11,80.00,72.32,15.93,89.75,17.43,123.59,2.40,1.00,0.76,0.41,5.80,94.10,29.51,33.70,235.80,46.00
71,'500',TLP,122 cm 100 y-1,3.21,494.00,0.40,0.00,60.17,27.18,80.00,73.92,16.11,90.07,16.15,123.91,2.45,1.00,0.76,0.42,5.80,94.20,29.75,34.40,238.20,46.30
72,'500',TLP,122 cm 100 y-1,3.20,496.00,0.40,0.00,61.47,27.26,80.00,75.54,16.29,90.39,14.85,124.23,2.50,1.00,0.76,0.43,5.80,94.20,30.00,35.10,240.70,46.60
73,'500',TLP,122 cm 100 y-1,3.22,497.00,0.41,0.00,62.79,27.32,80.00,77.18,16.47,90.71,13.53,124.55,2.55,1.00,0.76,0.44,5.80,94.30,30.26,35.80,243.30,46.90
74,'500',TLP,122 cm 100 y-1,3.25,498.00,0.42,0.00,64.12,27.37,80.00,78.83,16.64,91.03,12.20,124.87,2.61,1.00,0.76,0.45,5.90,94.40,30.52,36.40,245.90,47.20
75,'500',TLP,122 cm 100 y-1,3.29,499.00,0.43,0.00,65.47,27.42,80.00,80.51,16.82,91.36,10.86,125.20,2.66,1.00,0.75,0.46,5.90,94.40,30.79,37.10,248.60,47.60
76,'500',TLP,122 cm 100 y-1,3.34,499.00,0.44,0.00,66.83,27.45,80.00,82.20,17.00,91.70,9.50,125.54,2.72,1.00,0.75,0.47,5.90,94.50,31.06,37.70,251.30,47.90
77,'500',TLP,122 cm 100 y-1,3.39,500.00,0.45,0.00,68.21,27.48,80.00,83.91,17.18,92.04,8.13,125.88,2.77,1.00,0.75,0.48,5.90,94.50,31.34,38.30,254.10,48.20
78,'500',TLP,122 cm 100 y-1,3.44,500.00,0.46,0.00,69.60,27.49,80.00,85.63,17.36,92.38,6.75,126.22,2.83,1.00,0.75,0.49,5.90,94.60,31.62,38.90,256.90,48.60
79,'500',TLP,122 cm 100 y-1,3.49,500.00,0.47,0.00,71.00,27.50,80.00,87.38,17.53,92.73,5.35,126.57,2.89,1.00,0.75,0.50,5.90,94.70,31.91,39.50,259.80,48.90
80,'500',TLP,122 cm 100 y-1,3.51,499.00,0.48,0.00,72.41,27.44,81.00,89.14,17.71,93.08,3.94,126.92,2.95,1.00,0.75,0.51,5.90,94.70,32.20,40.10,262.70,49.30
81,'500',TLP,122 cm 100 y-1,3.49,496.00,0.49,0.00,73.84,27.25,81.00,90.92,17.89,93.43,2.51,127.27,3.00,1.00,0.74,0.52,5.80,94.80,32.50,40.50,265.70,49.60
82,'500',TLP,122 cm 100 y-1,3.47,490.00,0.50,0.00,75.29,26.94,81.00,92.72,18.07,93.77,1.06,127.62,3.06,1.00,0.74,0.52,5.80,94.80,32.81,40.90,268.80,50.00
83,'500',TLP,122 cm 100 y-1,3.43,482.00,0.50,0.00,76.76,26.49,81.00,94.53,18.24,94.12,-0.41,127.96,3.12,1.00,0.74,0.52,5.70,94.80,33.12,41.30,271.90,50.30
84,'500',TLP,122 cm 100 y-1,45.18,0.00,0.48,0.00,73.25,52.97,80.00,96.37,18.42,103.64,7.27,132.48,52.98,0.00,0.71,0.00,11.30,94.10,38.42,33.50,324.90,59.80
85,'500',TLP,122 cm 100 y-1,0.48,50.00,0.46,0.00,70.58,2.75,80.00,98.22,18.60,103.68,5.47,132.53,2.87,0.10,0.71,0.04,0.60,93.80,38.71,31.10,327.80,59.90
86,'500',TLP,122 cm 100 y-1,2.70,100.00,0.48,0.00,72.40,5.49,80.00,100.09,18.78,103.95,3.87,132.79,2.95,0.20,0.71,0.08,1.20,93.80,39.00,30.80,330.70,60.20
87,'500',TLP,122 cm 100 y-1,3.83,148.00,0.49,0.00,74.02,8.17,80.00,101.97,18.96,104.34,2.36,133.18,3.01,0.30,0.70,0.13,1.70,93.90,39.30,31.60,333.70,60.50
88,'500',TLP,122 cm 100 y-1,4.42,195.00,0.50,0.00,75.54,10.75,80.00,103.88,19.13,104.78,0.90,133.62,3.07,0.40,0.70,0.18,2.30,94.00,39.61,33.00,336.80,61.00
89,'500',TLP,122 cm 100 y-1,4.71,240.00,0.51,0.00,77.02,13.20,80.00,105.80,19.31,105.25,-0.55,134.09,3.13,0.50,0.70,0.23,2.80,94.20,39.92,34.60,339.90,61.40
90,'500',TLP,122 cm 100 y-1,4.85,281.00,0.52,0.00,78.49,15.47,80.00,107.74,19.49,105.74,-2.00,134.58,3.19,0.60,0.70,0.28,3.30,94.30,40.24,36.20,343.10,61.90
91,'500',TLP,122 cm 100 y-1,4.90,319.00,0.53,0.00,79.96,17.53,80.00,109.70,19.67,106.23,-3.47,135.07,3.25,0.60,0.70,0.33,3.80,94.50,40.57,37.90,346.40,62.40
92,'500',TLP,122 cm 100 y-1,4.87,351.00,0.54,0.00,81.45,19.33,80.00,111.67,19.84,106.71,-4.96,135.55,3.31,0.70,0.70,0.38,4.10,94.70,40.90,39.40,349.70,62.90
93,'500',TLP,122 cm 100 y-1,4.80,379.00,0.55,0.00,82.95,20.82,81.00,113.67,20.02,107.19,-6.47,136.03,3.37,0.80,0.70,0.42,4.50,94.80,41.24,40.90,353.10,63.40
94,'500',TLP,122 cm 100 y-1,4.67,399.00,0.56,0.00,84.48,21.94,81.00,115.68,20.20,107.66,-8.02,136.50,3.44,0.80,0.70,0.45,4.70,94.90,41.58,42.10,356.50,63.90
95,'500',TLP,122 cm 100 y-1,3.37,374.00,0.57,0.00,86.05,20.58,81.00,117.71,20.38,108.00,-9.71,136.84,3.50,0.70,0.69,0.43,4.40,94.90,41.93,42.00,360.00,64.20
96,'500',TLP,122 cm 100 y-1,3.10,344.00,0.58,0.00,87.76,18.92,81.00,119.75,20.56,108.31,-11.45,137.15,3.57,0.70,0.69,0.39,4.00,94.90,42.29,41.50,363.60,64.50
97,'500',TLP,122 cm 100 y-1,2.92,310.00,0.59,0.00,89.51,17.03,81.00,121.82,20.73,108.60,-13.22,137.44,3.64,0.60,0.69,0.36,3.60,94.80,42.65,40.80,367.20,64.80
98,'500',TLP,122 cm 100 y-1,2.77,271.00,0.60,0.00,91.30,14.91,80.00,123.90,20.91,108.88,-15.02,137.72,3.71,0.50,0.69,0.31,3.20,94.70,43.02,39.80,370.90,65.10
99,'500',TLP,122 cm 100 y-1,2.63,228.00,0.61,0.00,93.12,12.55,80.00,126.00,21.09,109.14,-16.86,137.98,3.79,0.50,0.69,0.26,2.70,94.60,43.40,38.70,374.70,65.30
100,'500',TLP,122 cm 100 y-1,2.49,181.00,0.62,0.00,94.98,9.93,80.00,128.12,21.27,109.39,-18.73,138.23,3.86,0.40,0.68,0.21,2.10,94.40,43.79,37.30,378.60,65.60
1,'1000',TLP,60 cm 100 y-1,1.98,858.00,0.22,0.00,32.89,47.17,79.00,4.69,3.48,48.00,43.31,98.70,2.36,1.70,0.94,0.30,10.10,92.70,6.01,1.20,0.80,4.20
2,'1000',TLP,60 cm 100 y-1,1.88,859.00,0.22,0.00,33.04,47.23,79.00,5.04,3.53,48.19,43.15,98.89,0.82,1.70,0.94,0.31,10.10,92.80,6.09,2.20,1.60,4.40
3,'1000',TLP,60 cm 100 y-1,1.89,860.00,0.22,0.00,33.21,47.30,79.00,5.39,3.58,48.37,42.98,99.08,0.83,1.70,0.94,0.31,10.10,92.90,6.18,3.30,2.50,4.60
4,'1000',TLP,60 cm 100 y-1,1.90,861.00,0.22,0.00,33.38,47.37,79.00,5.75,3.64,48.56,42.81,99.27,0.83,1.70,0.94,0.32,10.10,93.00,6.26,4.30,3.30,4.80
5,'1000',TLP,60 cm 100 y-1,1.91,863.00,0.22,0.00,33.55,47.44,79.00,6.12,3.69,48.75,42.64,99.46,0.84,1.70,0.94,0.32,10.10,93.10,6.34,5.40,4.10,5.00
6,'1000',TLP,60 cm 100 y-1,1.92,864.00,0.22,0.00,33.74,47.51,79.00,6.49,3.74,48.95,42.46,99.65,0.85,1.70,0.94,0.32,10.20,93.20,6.43,6.50,5.00,5.20
7,'1000',TLP,60 cm 100 y-1,1.93,865.00,0.22,0.00,33.92,47.59,79.00,6.87,3.79,49.14,42.27,99.84,0.86,1.70,0.93,0.33,10.20,93.30,6.51,7.50,5.80,5.30
8,'1000',TLP,60 cm 100 y-1,1.94,867.00,0.22,0.00,34.11,47.66,79.00,7.25,3.85,49.33,42.08,100.04,0.87,1.70,0.93,0.33,10.20,93.40,6.60,8.60,6.70,5.50
9,'1000',TLP,60 cm 100 y-1,36.81,0.00,0.19,0.00,29.30,95.32,78.00,7.64,3.90,58.01,50.38,103.72,50.64,0.00,0.89,0.00,20.40,92.10,11.67,-5.20,57.40,14.20
10,'1000',TLP,60 cm 100 y-1,-4.00,80.00,0.17,0.00,26.01,4.41,78.00,8.03,3.95,57.61,49.59,103.32,0.51,0.20,0.89,0.01,0.90,91.60,11.72,-9.70,57.90,13.80
11,'1000',TLP,60 cm 100 y-1,-0.16,162.00,0.18,0.00,26.81,8.89,78.00,8.43,4.00,57.60,49.17,103.30,0.54,0.30,0.89,0.03,1.90,91.50,11.77,-10.40,58.40,13.80
12,'1000',TLP,60 cm 100 y-1,1.80,244.00,0.18,0.00,27.23,13.40,78.00,8.83,4.06,57.78,48.95,103.48,0.56,0.50,0.89,0.04,2.90,91.70,11.83,-9.20,59.00,14.00
13,'1000',TLP,60 cm 100 y-1,2.83,326.00,0.18,0.00,27.46,17.91,78.00,9.24,4.11,58.06,48.82,103.76,0.57,0.70,0.89,0.06,3.80,91.90,11.88,-6.90,59.50,14.30
14,'1000',TLP,60 cm 100 y-1,3.39,408.00,0.18,0.00,27.59,22.42,78.00,9.65,4.16,58.40,48.75,104.10,0.57,0.80,0.89,0.08,4.80,92.20,11.94,-4.10,60.10,14.60
15,'1000',TLP,60 cm 100 y-1,3.72,490.00,0.18,0.00,27.67,26.93,79.00,10.07,4.21,58.77,48.70,104.48,0.57,1.00,0.89,0.10,5.80,92.50,12.00,-0.90,60.70,15.00
16,'1000',TLP,60 cm 100 y-1,3.94,571.00,0.18,0.00,27.72,31.43,79.00,10.49,4.27,59.17,48.67,104.87,0.58,1.10,0.89,0.12,6.70,92.80,12.05,2.40,61.30,15.40
17,'1000',TLP,60 cm 100 y-1,4.09,653.00,0.18,0.00,27.76,35.93,79.00,10.92,4.32,59.58,48.65,105.28,0.58,1.30,0.88,0.15,7.70,93.20,12.11,5.90,61.80,15.80
18,'1000',TLP,60 cm 100 y-1,4.22,735.00,0.18,0.00,27.78,40.44,80.00,11.36,4.37,60.00,48.64,105.70,0.58,1.50,0.88,0.17,8.60,93.50,12.17,9.60,62.40,16.20
19,'1000',TLP,60 cm 100 y-1,4.33,817.00,0.18,0.00,27.80,44.94,80.00,11.80,4.42,60.43,48.63,106.13,0.58,1.60,0.88,0.20,9.60,93.90,12.23,13.30,63.00,16.60
20,'1000',TLP,60 cm 100 y-1,1.98,817.00,0.18,0.00,27.81,44.94,80.00,12.24,4.48,60.63,48.39,106.33,0.58,1.60,0.88,0.20,9.60,94.00,12.29,14.70,63.60,16.80
21,'1000',TLP,60 cm 100 y-1,1.83,819.00,0.18,0.00,28.06,45.06,80.00,12.69,4.53,60.81,48.12,106.52,0.59,1.60,0.88,0.21,9.60,94.20,12.35,16.00,64.20,17.00
22,'1000',TLP,60 cm 100 y-1,1.75,822.00,0.19,0.00,28.34,45.19,80.00,13.15,4.58,60.99,47.84,106.69,0.60,1.60,0.88,0.21,9.70,94.30,12.41,17.10,64.80,17.20
23,'1000',TLP,60 cm 100 y-1,1.72,824.00,0.19,0.00,28.62,45.32,80.00,13.61,4.63,61.16,47.55,106.86,0.61,1.60,0.88,0.22,9.70,94.40,12.47,18.20,65.40,17.40
24,'1000',TLP,60 cm 100 y-1,1.71,826.00,0.19,0.00,28.92,45.45,80.00,14.08,4.69,61.33,47.25,107.03,0.63,1.70,0.88,0.22,9.70,94.50,12.53,19.30,66.00,17.50
25,'1000',TLP,60 cm 100 y-1,1.71,829.00,0.19,0.00,29.22,45.59,80.00,14.55,4.74,61.50,46.95,107.20,0.64,1.70,0.88,0.23,9.80,94.60,12.59,20.40,66.60,17.70
26,'1000',TLP,60 cm 100 y-1,1.72,831.00,0.19,0.00,29.52,45.72,81.00,15.02,4.79,61.67,46.65,107.38,0.65,1.70,0.88,0.23,9.80,94.70,12.66,21.40,67.30,17.90
27,'1000',TLP,60 cm 100 y-1,1.74,834.00,0.20,0.00,29.83,45.86,81.00,15.51,4.84,61.85,46.34,107.55,0.67,1.70,0.88,0.24,9.80,94.80,12.73,22.50,68.00,18.10
28,'1000',TLP,60 cm 100 y-1,1.75,836.00,0.20,0.00,30.14,46.00,81.00,15.99,4.90,62.02,46.03,107.73,0.68,1.70,0.88,0.25,9.80,94.90,12.79,23.60,68.60,18.20
29,'1000',TLP,60 cm 100 y-1,1.77,839.00,0.20,0.00,30.46,46.14,81.00,16.48,4.95,62.20,45.72,107.90,0.70,1.70,0.88,0.25,9.90,95.00,12.86,24.70,69.30,18.40
30,'1000',TLP,60 cm 100 y-1,1.79,841.00,0.20,0.00,30.78,46.28,81.00,16.98,5.00,62.38,45.40,108.08,0.71,1.70,0.88,0.26,9.90,95.10,12.93,25.70,70.00,18.60
31,'1000',TLP,60 cm 100 y-1,1.81,844.00,0.20,0.00,31.11,46.42,81.00,17.49,5.05,62.56,45.07,108.26,0.73,1.70,0.88,0.27,9.90,95.30,13.01,26.80,70.80,18.80
32,'1000',TLP,60 cm 100 y-1,1.83,847.00,0.21,0.00,31.43,46.56,81.00,17.99,5.11,62.74,44.75,108.45,0.74,1.70,0.88,0.27,10.00,95.40,13.08,27.90,71.50,18.90
33,'1000',TLP,60 cm 100 y-1,1.85,849.00,0.21,0.00,31.76,46.70,81.00,18.51,5.16,62.93,44.42,108.63,0.76,1.70,0.88,0.28,10.00,95.50,13.16,29.00,72.30,19.10
34,'1000',TLP,60 cm 100 y-1,37.02,0.00,0.18,0.00,27.10,93.40,80.00,19.03,5.21,71.63,52.60,112.33,50.55,0.00,0.84,0.00,20.00,94.10,18.21,15.50,122.80,27.80
35,'1000',TLP,60 cm 100 y-1,-3.99,78.00,0.16,0.00,23.92,4.30,80.00,19.55,5.26,71.23,51.68,111.93,0.43,0.20,0.84,0.01,0.90,93.70,18.25,11.10,123.20,27.40
36,'1000',TLP,60 cm 100 y-1,-0.22,158.00,0.16,0.00,24.85,8.70,80.00,20.08,5.32,71.21,51.13,111.91,0.46,0.30,0.84,0.02,1.90,93.60,18.30,10.40,123.70,27.40
37,'1000',TLP,60 cm 100 y-1,1.72,239.00,0.17,0.00,25.40,13.14,80.00,20.61,5.37,71.38,50.77,112.08,0.48,0.50,0.84,0.04,2.80,93.70,18.35,11.60,124.20,27.60
38,'1000',TLP,60 cm 100 y-1,2.74,320.00,0.17,0.00,25.77,17.59,80.00,21.15,5.42,71.65,50.50,112.36,0.50,0.60,0.84,0.05,3.80,94.00,18.40,13.80,124.70,27.90
39,'1000',TLP,60 cm 100 y-1,3.30,401.00,0.17,0.00,26.04,22.05,80.00,21.70,5.47,71.98,50.29,112.69,0.51,0.80,0.84,0.07,4.70,94.20,18.45,16.60,125.20,28.20
40,'1000',TLP,60 cm 100 y-1,3.64,482.00,0.17,0.00,26.26,26.53,80.00,22.25,5.53,72.35,50.10,113.05,0.52,1.00,0.84,0.09,5.70,94.50,18.50,19.80,125.70,28.60
41,'1000',TLP,60 cm 100 y-1,3.86,564.00,0.17,0.00,26.45,31.01,81.00,22.80,5.58,72.73,49.93,113.44,0.52,1.10,0.84,0.11,6.60,94.90,18.55,23.10,126.20,28.90
42,'1000',TLP,60 cm 100 y-1,4.03,646.00,0.18,0.00,26.63,35.51,81.00,23.36,5.63,73.14,49.77,113.84,0.53,1.30,0.84,0.13,7.60,95.20,18.61,26.60,126.80,29.30
43,'1000',TLP,60 cm 100 y-1,4.17,728.00,0.18,0.00,26.79,40.02,81.00,23.93,5.68,73.55,49.63,114.26,0.54,1.50,0.84,0.16,8.60,95.60,18.66,30.20,127.30,29.80
44,'1000',TLP,60 cm 100 y-1,4.30,810.00,0.18,0.00,26.95,44.54,82.00,24.50,5.74,73.98,49.48,114.69,0.54,1.60,0.84,0.19,9.50,96.00,18.71,34.00,127.90,30.20
45,'1000',TLP,60 cm 100 y-1,1.97,811.00,0.18,0.00,27.09,44.61,82.00,25.08,5.79,74.18,49.11,114.88,0.55,1.60,0.84,0.19,9.50,96.10,18.77,35.40,128.40,30.40
46,'1000',TLP,60 cm 100 y-1,1.84,814.00,0.18,0.00,27.48,44.79,82.00,25.66,5.84,74.37,48.71,115.07,0.57,1.60,0.84,0.20,9.60,96.20,18.83,36.70,129.00,30.60
47,'1000',TLP,60 cm 100 y-1,1.76,818.00,0.18,0.00,27.88,44.97,82.00,26.24,5.89,74.54,48.30,115.25,0.58,1.60,0.84,0.20,9.60,96.40,18.88,37.90,129.60,30.70
48,'1000',TLP,60 cm 100 y-1,1.74,821.00,0.19,0.00,28.29,45.17,82.00,26.84,5.95,74.72,47.88,115.42,0.60,1.60,0.84,0.21,9.70,96.50,18.94,39.00,130.20,30.90
49,'1000',TLP,60 cm 100 y-1,1.74,825.00,0.19,0.00,28.72,45.36,82.00,27.43,6.00,74.89,47.46,115.59,0.62,1.60,0.84,0.22,9.70,96.60,19.01,40.10,130.80,31.10
50,'1000',TLP,60 cm 100 y-1,1.75,828.00,0.19,0.00,29.15,45.56,82.00,28.04,6.05,75.06,47.03,115.77,0.64,1.70,0.84,0.23,9.70,96.70,19.07,41.20,131.40,31.30
51,'1000',TLP,60 cm 100 y-1,1.76,832.00,0.19,0.00,29.58,45.75,82.00,28.64,6.11,75.24,46.60,115.94,0.66,1.70,0.83,0.24,9.80,96.80,19.14,42.30,132.10,31.40
52,'1000',TLP,60 cm 100 y-1,1.79,835.00,0.20,0.00,30.02,45.94,82.00,29.26,6.16,75.42,46.16,116.12,0.68,1.70,0.83,0.24,9.80,96.90,19.20,43.50,132.70,31.60
53,'1000',TLP,60 cm 100 y-1,1.81,839.00,0.20,0.00,30.46,46.14,82.00,29.88,6.21,75.60,45.72,116.30,0.70,1.70,0.83,0.25,9.90,97.00,19.27,44.60,133.40,31.80
54,'1000',TLP,60 cm 100 y-1,1.83,842.00,0.20,0.00,30.90,46.33,83.00,30.50,6.26,75.78,45.28,116.49,0.72,1.70,0.83,0.26,9.90,97.10,19.34,45.70,134.10,32.00
55,'1000',TLP,60 cm 100 y-1,1.85,846.00,0.21,0.00,31.35,46.52,83.00,31.13,6.32,75.97,44.84,116.67,0.74,1.70,0.83,0.27,10.00,97.30,19.42,46.80,134.90,32.20
56,'1000',TLP,60 cm 100 y-1,1.88,849.00,0.21,0.00,31.79,46.71,83.00,31.76,6.37,76.16,44.39,116.86,0.76,1.70,0.83,0.28,10.00,97.40,19.49,47.90,135.60,32.40
57,'1000',TLP,60 cm 100 y-1,1.90,853.00,0.21,0.00,32.25,46.90,83.00,32.40,6.42,76.35,43.94,117.05,0.78,1.70,0.83,0.29,10.00,97.50,19.57,49.10,136.40,32.60
58,'1000',TLP,60 cm 100 y-1,1.93,856.00,0.22,0.00,32.70,47.09,83.00,33.05,6.47,76.54,43.49,117.24,0.80,1.70,0.83,0.30,10.10,97.60,19.65,50.20,137.20,32.70
59,'1000',TLP,60 cm 100 y-1,36.95,0.00,0.19,0.00,28.16,94.18,82.00,33.70,6.53,85.24,51.54,120.94,50.59,0.00,0.80,0.00,20.10,96.20,24.71,36.50,187.80,41.40
60,'1000',TLP,60 cm 100 y-1,-3.97,79.00,0.17,0.00,25.12,4.36,81.00,34.35,6.58,84.84,50.49,120.54,0.47,0.20,0.79,0.01,0.90,95.80,24.76,32.10,188.30,41.00
61,'1000',TLP,60 cm 100 y-1,-0.15,161.00,0.17,0.00,26.17,8.83,81.00,35.01,6.63,84.82,49.81,120.53,0.51,0.30,0.79,0.02,1.90,95.70,24.81,31.40,188.80,41.00
62,'1000',TLP,60 cm 100 y-1,1.81,243.00,0.18,0.00,26.86,13.35,81.00,35.68,6.68,85.00,49.33,120.71,0.54,0.50,0.79,0.04,2.90,95.80,24.86,32.70,189.30,41.20
63,'1000',TLP,60 cm 100 y-1,2.85,325.00,0.18,0.00,27.34,17.89,82.00,36.35,6.74,85.29,48.94,120.99,0.56,0.70,0.79,0.06,3.80,96.10,24.92,35.00,189.90,41.50
64,'1000',TLP,60 cm 100 y-1,3.44,408.00,0.18,0.00,27.74,22.45,82.00,37.03,6.79,85.63,48.61,121.34,0.58,0.80,0.79,0.08,4.80,96.40,24.98,37.90,190.50,41.80
